name;id;family;x;y;Rec.P;RecRef.I;RecRef.D;ContQInitial;ContQNonInitial;NumNoun;NounNum;DegWAdj;AdjDegW;GenN;NGen;AdjN;NAdj;PossAff.P;PossPre;PossSuff;ComInst;NPconj;NVconj;DefArt;IndefArt;PronomS;IndefPron;PronDem;DemDis;PronAdnDem;IntRef;GenPron;Gender;Gender.n;NegMorph;NPlural;OrdNum;DistNum;AdpN;DemN;NegV;OXV;RelN;Passive;Optative;Prohibitive;Imperative;AdpPM;PolarQ;PossClass;PossLocus;Reduplication;Future;Past;Aspect;Vper;SOV;Agr.Number;Agr.Gender;Agr.Case;Agr.State;Agr.none;Agr.Role;NPHeadlessness;ClausePosition;NumClass.n;Alignment
Middle.Welsh;MiddleWelsh;IE;-3,00;52,00;Y;N;Y;Y;N;Y;N;Y;Y;N;Y;N;Y;Y;NA;NA;Mixed;And identical to with;Identity;Definite word distinct from demonstrative;No indefinite but definite article;Subject affixes on verb;Special;Unrelated;Twoway contrast;Identical;Identical;3rd person only but also nonsingular;Semantic and formal;Two;Negative particle;Mixed morphological plural;First second threeth;Marked by mixed or other strategies;Prepositions;NounDemonstrative;NegV;VOX;NounRelative clause;Present;Inflectional optative absent;Normal imperative  special negative;Second singular;Pronouns only;Initial;No possessive classification;No marking;No productive reduplication;No inflectional future;Present no remoteness distinctions;Grammatical marking;Only the A argument;VSO;Y;N;N;N;N;N;OK;flexiblerelational;0;SvAtrvP
Achaemenid Elamite;AchaemenidElamite;Elamite;48,23;31,18;NA;NA;NA;NA;NA;NA;NA;NA;NA;N;Y;N;Y;NA;NA;NA;NA;NA;Identity;Definite affix;No indefinite but definite article;Subject affixes on verb;Special;Related for all demonstratives;Twoway contrast;Identical;Differentiated;3rd person only but also nonsingular;Semantic and formal;Two;Negative particle;Plural suffix;NA;NA;NA;NounDemonstrative;NegV;NA;NounRelative clause;NA;Inflectional optative absent;Special imperative  special negative;Second singular and second plural;No person marking;NA;NA;NA;Productive full and partial reduplication;NA;NA;NA;Only the A argument;No dominant order;NA;NA;NA;NA;NA;NA;OK;NA;NA;SvAtrxP
Amorite;Amorite;Semitic;40,72;34,71;NA;NA;NA;NA;NA;NA;NA;NA;NA;N;Y;NA;NA;N;N;Y;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;In 3rd person  1st andor 2nd person;Semantic and formal;Two;NA;Plural stem change;NA;NA;NA;NA;NA;NA;NA;Present;Inflectional optative present;NA;Second singular;NA;NA;NA;Double marking;NA;NA;Present no remoteness distinctions;NA;Only the A argument;NA;N;Y;N;N;N;N;NA;NA;NA;SvAtrxP
Ancient South Arabian;AncientSouthArabian;Semitic;45,35;15,42;NA;NA;NA;NA;NA;Y;N;NA;NA;Y;N;NA;NA;N;N;Y;Identity;And different from with;Identity;Definite affix;Indefinite affix;Optional pronouns in subject position;NA;Related to remote demonstratives;Twoway contrast;NA;NA;In 3rd person  1st andor 2nd person;Semantic and formal;Two;Negative particle;Plural stem change;First two three;NA;Prepositions;DemonstrativeNoun;NegV;VOX;NounRelative clause;Present;Inflectional optative present;Special imperative  normal negative;NA;Pronouns only;NA;NA;Double marking;No productive reduplication;No inflectional future;Present no remoteness distinctions;No grammatical marking;Only the A argument;VSO;Y;Y;Y;Y;N;N;NA;fixedpostmain;NA;SvAtrxP
Arabic;Arabic;Semitic;33,12;29,63;N;N;N;Y;N;Y;N;N;Y;N;Y;N;Y;N;N;Y;Differentiation;And different from with;Identity;Definite affix;Indefinite affix;Subject affixes on verb;Interrogativebased;Unrelated;Twoway contrast;Identical;Identical;In 3rd person  1st andor 2nd person;Semantic and formal;Two;Negative particle;Plural stem change;First two three;Marked by mixed or other strategies;Prepositions;NounDemonstrative;NegV;VOX;NounRelative clause;Present;Inflectional optative absent;Special imperative  normal negative;Second singular and second plural;Pronouns only;Initial;No possessive classification;Double marking;Productive full and partial reduplication;No inflectional future;No past tense;Grammatical marking;Only the A argument;VSO;Y;Y;Y;Y;N;N;OK;flexiblerelational;0;SvAtrxP
Coptic;Coptic;Egyptian;31,00;29,40;Y;N;Y;N;Y;Y;N;NA;NA;N;Y;N;Y;N;Y;N;NA;And identical to with;Identity;Definite word distinct from demonstrative;Indefinite word distinct from one;Obligatory pronouns in subject position;Genericnounbased;Unrelated;Threeway contrast;Different stem;NA;In 3rd person  1st andor 2nd person;Semantic and formal;Two;Variation between negative word and affix;Plural word;First two three;Marked by reduplication;Prepositions;DemonstrativeNoun;NegV;XVO;NounRelative clause;Present;Inflectional optative present;Special imperative  special negative;Second person numberneutral;Pronouns only;Initial;No possessive classification;Dependent marking;Full reduplication only;Inflectional future exists;Present 23 remoteness distinctions;Grammatical marking;No person marking;NA;N;Y;N;N;N;N;OK;fixedpostmain;0;SvAtrvP
Dumaitic North Arabian;DumaiticNorthArabian;Semitic;39,89;29,80;NA;NA;NA;NA;NA;Y;N;NA;NA;N;Y;N;Y;N;N;Y;Differentiation;And different from with;Identity;Definite affix;No indefinite but definite article;Subject affixes on verb;NA;NA;NA;NA;NA;NA;Semantic and formal;Two;Negative particle;Plural suffix;NA;NA;Prepositions;NounDemonstrative;NegV;NA;NounRelative clause;NA;NA;NA;Second singular and second plural;Pronouns only;NA;NA;NA;NA;NA;NA;Grammatical marking;Both the A and P arguments;SVO;N;N;N;N;N;N;NA;NA;NA;NA
Earlier Egyptian;EarlierEgyptian;Egyptian;30,83;28,38;NA;NA;NA;N;Y;N;Y;NA;NA;N;Y;N;Y;N;N;Y;NA;NA;NA;No definite or indefinite article;No definite or indefinite article;Subject affixes on verb;NA;Unrelated;No distance contrast;Identical;NA;In 3rd person  1st andor 2nd person;Semantic and formal;Two;Negative particle;Plural suffix;NA;NA;Prepositions;NounDemonstrative;NegV;NA;NounRelative clause;Present;Inflectional optative present;Normal imperative  special negative;Second singular and second plural;Pronouns only;NA;No possessive classification;No marking;Productive full and partial reduplication;No inflectional future;No past tense;Grammatical marking;Only the A argument;NA;Y;Y;N;N;N;N;OK;flexibleadjacent;NA;SvAtrvP
Eblaite;Eblaite;Semitic;36,80;35,80;Y;N;Y;Y;N;Y;N;NA;NA;N;Y;N;Y;N;N;Y;Differentiation;And different from with;Identity;No definite or indefinite article;No definite or indefinite article;Optional pronouns in subject position;Interrogativebased;Related to remote demonstratives;Twoway contrast;Identical;Identical;In 3rd person  1st andor 2nd person;Semantic and formal;Two;Negative particle;Plural suffix;Firstoneth twoth threeth;NA;Prepositions;NounDemonstrative;NegV;OXV;NounRelative clause;Present;Inflectional optative present;Special imperative  special negative;Second singular and second plural;No person marking;No question particle;No possessive classification;Double marking;Productive full and partial reduplication;No inflectional future;No past tense;Grammatical marking;Only the A argument;SOV;Y;Y;Y;N;N;N;OK;flexiblerelational;0;SvAtrxP
Hasaitic North Arabian;HasaiticNorthArabian;Semitic;49,27;25,79;NA;NA;NA;NA;NA;Y;N;NA;NA;N;Y;N;Y;N;N;Y;Differentiation;And different from with;Identity;No definite or indefinite article;No definite or indefinite article;Subject affixes on verb;NA;NA;NA;NA;NA;NA;Semantic and formal;Two;Negative particle;Plural suffix;NA;NA;Prepositions;NounDemonstrative;NegV;No dominant order;NounRelative clause;NA;NA;NA;Second singular and second plural;Pronouns only;NA;NA;NA;NA;NA;NA;Grammatical marking;Both the A and P arguments;NA;N;N;N;N;N;N;NA;NA;NA;NA
Hittite;Hittite;IE;35,00;40,00;Y;N;Y;Y;N;Y;N;NA;NA;Y;N;N;Y;N;N;Y;Identity;And different from with;Differentiation;No definite or indefinite article;No definite or indefinite article;Subject affixes on verb;Interrogativebased;Related to remote demonstratives;Threeway contrast;Identical;Differentiated;3rd person only but also nonsingular;Semantic and formal;Two;Negative particle;Plural suffix;NA;Marked by suffix;Postpositions;DemonstrativeNoun;NegV;NA;Correlative;Present;Inflectional optative absent;Special imperative  special negative;Second singular and second plural;Pronouns only;No question particle;No possessive classification;Dependent marking;No productive reduplication;No inflectional future;Present no remoteness distinctions;No grammatical marking;Only the A argument;SOV;Y;Y;Y;N;N;N;NA;NA;0;SvAtrxP
Hurrian;Hurrian;Hurro-Urartian;43,32;40,73;NA;NA;NA;NA;NA;Y;N;NA;NA;Y;N;Y;N;N;N;Y;Differentiation;And different from with;Identity;No definite or indefinite article;No definite or indefinite article;Subject affixes on verb;NA;Unrelated;Threeway contrast;NA;NA;No gender distinctions;No gender;None;Negative affix;Plural prefix;Oneth twoth threeth;NA;Postpositions;NA;NA;No dominant order;Internally headed;Absent;Inflectional optative present;Normal imperative  normal negative;Second singular and second plural;NA;NA;NA;Dependent marking;NA;Inflectional future exists;Present no remoteness distinctions;No grammatical marking;A or P argument;SOV;NA;NA;NA;NA;NA;NA;NA;NA;NA;SvPxAtr
Imperial Aramaic;ImperialAramaic;Semitic;42,19;33,91;NA;NA;NA;Y;N;Y;Y;NA;NA;N;Y;N;Y;N;N;Y;NA;NA;NA;Definite affix;Indefinite affix;Subject affixes on verb;Mixed indefinites;Unrelated;Twoway contrast;NA;NA;In 3rd person  1st andor 2nd person;Semantic and formal;Two;Negative particle;Plural suffix;First two three;NA;Prepositions;NounDemonstrative;NegV;NA;NounRelative clause;Present;Inflectional optative present;Special imperative  special negative;Second singular and second plural;NA;No question particle;NA;Head marking;Productive full and partial reduplication;No inflectional future;No past tense;Grammatical marking;Both the A and P arguments;VSO;Y;Y;N;Y;N;N;OK;NA;NA;SvAtrvP
Jewish Babylonian Aramaic;JewishBabylonianAramaic;Semitic;44,24;32,27;Y;N;Y;N;Y;Y;N;NA;NA;N;Y;N;Y;N;N;Y;Differentiation;NA;NA;No definite but indefinite article;Indefinite word distinct from one;Subject affixes on verb;Genericnounbased;Related to remote demonstratives;Threeway contrast;Identical;Identical;In 3rd person  1st andor 2nd person;Semantic and formal;Two;Negative particle;Plural suffix;First two three;NA;Prepositions;DemonstrativeNoun;NegV;No dominant order;NounRelative clause;Present;Inflectional optative absent;Special imperative  special negative;Second singular and second plural;Pronouns only;Initial;NA;Head marking;Productive full and partial reduplication;Inflectional future exists;Present no remoteness distinctions;No grammatical marking;Only the A argument;No dominant order;Y;Y;N;Y;N;N;OK;flexiblerelational;NA;SvAtrvP
Jewish Palestinian Aramaic;JewishPalestinianAramaic;Semitic;35,20;32,28;NA;NA;NA;Y;N;Y;Y;NA;NA;N;Y;N;Y;N;N;Y;NA;NA;NA;No definite but indefinite article;Indefinite word distinct from one;Subject affixes on verb;NA;Related to remote demonstratives;Twoway contrast;Different stem;NA;In 3rd person  1st andor 2nd person;Semantic and formal;Two;Negative particle;Plural suffix;First two three;Marked by reduplication;Prepositions;DemonstrativeNoun;NegV;NA;NounRelative clause;Present;NA;Special imperative  special negative;Second singular and second plural;NA;No question particle;No possessive classification;Head marking;Productive full and partial reduplication;Inflectional future exists;Present no remoteness distinctions;No grammatical marking;Both the A and P arguments;VSO;Y;Y;N;Y;N;N;OK;NA;0;SvAtrvP
Later Egyptian;LaterEgyptian;Egyptian;31,21;29,47;NA;NA;NA;N;Y;N;Y;NA;NA;N;Y;N;Y;N;N;Y;NA;NA;NA;Definite affix;Indefinite word distinct from one;Subject affixes on verb;NA;Unrelated;No distance contrast;Identical;NA;In 3rd person  1st andor 2nd person;Semantic and formal;Two;Negative particle;Plural suffix;NA;NA;Prepositions;DemonstrativeNoun;NegV;NA;NounRelative clause;Present;Inflectional optative present;Normal imperative  special negative;Second singular and second plural;Pronouns only;NA;No possessive classification;No marking;Productive full and partial reduplication;Inflectional future exists;Present no remoteness distinctions;NA;Only the A argument;NA;Y;Y;N;N;N;N;OK;flexibleadjacent;NA;SvAtrvP
Luwian;Luwian;IE;36,00;38,00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Y;NA;NA;Differentiation;And different from with;Identity;NA;NA;Subject affixes on verb;Interrogativebased;Related to remote demonstratives;Twoway contrast;NA;NA;3rd person singular only;Semantic and formal;Two;Negative particle;Plural suffix;Oneth twoth threeth;NA;NA;NA;NA;NA;NA;Present;Inflectional optative present;Special imperative  normal negative;Second singular and second plural;NA;NA;No possessive classification;Dependent marking;NA;No inflectional future;Present no remoteness distinctions;No grammatical marking;Only the A argument;SOV;Y;Y;Y;N;N;N;NA;NA;NA;SvAtrxP
Mandaic Aramaic;MandaicAramaic;Semitic;49,57;36,12;NA;NA;NA;Y;N;Y;Y;NA;NA;N;Y;N;Y;N;N;Y;NA;NA;NA;No definite but indefinite article;Indefinite word distinct from one;Subject affixes on verb;NA;Related to nonremote demonstratives;Twoway contrast;Identical;NA;In 3rd person  1st andor 2nd person;Semantic and formal;Two;Negative particle;Plural suffix;First two three;NA;Prepositions;DemonstrativeNoun;NegV;NA;NounRelative clause;Present;Inflectional optative present;Special imperative  special negative;Second singular and second plural;NA;Initial;NA;Head marking;Productive full and partial reduplication;Inflectional future exists;Present no remoteness distinctions;No grammatical marking;Both the A and P arguments;No dominant order;Y;Y;N;Y;N;N;OK;NA;NA;SvAtrvP
Middle Aramaic;MiddleAramaic;Semitic;35,20;32,28;NA;NA;NA;Y;N;Y;Y;NA;NA;N;Y;N;Y;N;N;Y;NA;NA;NA;Definite affix;Indefinite affix;Subject affixes on verb;NA;Unrelated;Twoway contrast;NA;NA;In 3rd person  1st andor 2nd person;Semantic and formal;Two;Negative particle;Plural suffix;First two three;NA;Prepositions;Mixed;NegV;NA;NounRelative clause;Present;NA;Special imperative  special negative;Second singular and second plural;NA;No question particle;NA;Head marking;NA;No inflectional future;No past tense;Grammatical marking;Both the A and P arguments;VSO;Y;Y;N;Y;N;N;OK;NA;NA;SvAtrvP
Middle Assyrian;MiddleAssyrian;Semitic;41,15;36,21;Y;N;N;Y;N;Y;N;NA;NA;N;Y;N;Y;N;N;Y;Identity;And different from with;Identity;No definite or indefinite article;No definite or indefinite article;Optional pronouns in subject position;Interrogativebased;Unrelated;No distance contrast;Identical;Identical;In 3rd person  1st andor 2nd person;Semantic and formal;Two;Negative particle;Plural suffix;Firstoneth twoth threeth;Marked by mixed or other strategies;Prepositions;NounDemonstrative;NegV;No dominant order;NounRelative clause;Present;Inflectional optative present;Special imperative  special negative;Second singular and second plural;Pronouns only;No question particle;No possessive classification;Double marking;Productive full and partial reduplication;No inflectional future;No past tense;No grammatical marking;Only the A argument;SOV;NA;NA;NA;NA;NA;NA;OK;flexiblerelational;0;SvAtrxP
Middle Babylonian;MiddleBabylonian;Semitic;44,51;32,75;Y;N;Y;Y;N;Y;N;NA;NA;N;Y;N;Y;N;N;Y;Differentiation;And different from with;Identity;No definite or indefinite article;No definite or indefinite article;Optional pronouns in subject position;Interrogativebased;Related to remote demonstratives;Twoway contrast;Identical;Identical;In 3rd person  1st andor 2nd person;Semantic and formal;Two;Negative particle;Plural suffix;Firstoneth twoth threeth;NA;Prepositions;NounDemonstrative;NegV;OXV;NounRelative clause;Present;Inflectional optative present;Special imperative  special negative;Second singular and second plural;No person marking;No question particle;No possessive classification;Double marking;Productive full and partial reduplication;No inflectional future;No past tense;Grammatical marking;Only the A argument;SOV;Y;Y;Y;N;N;N;OK;flexiblerelational;0;SvAtrxP
Middle Egyptian;MiddleEgyptian;Egyptian;30,93;28,41;NA;NA;NA;N;Y;N;Y;N;Y;N;Y;N;Y;N;N;Y;Differentiation;And identical to with;Differentiation;No definite or indefinite article;No definite or indefinite article;Subject affixes on verb;Special;Unrelated;Twoway contrast;Identical;Differentiated;In 3rd person  1st andor 2nd person;Semantic and formal;Two;Negative particle;Plural suffix;First two three;NA;Prepositions;NounDemonstrative;NegV;VOX;NounRelative clause;Present;Inflectional optative present;Special imperative  special negative;Second singular and second plural;Pronouns only;Initial;No possessive classification;Dependent marking;Productive full and partial reduplication;Inflectional future exists;Present 23 remoteness distinctions;NA;No person marking;VSO;Y;Y;N;N;N;N;OK;flexibleadjacent;NA;SvAtrvP
Mishnaic Hebrew;MishnaicHebrew;Semitic;35,17;31,78;N;N;N;Y;N;Y;N;Y;N;N;Y;N;Y;N;N;Y;Differentiation;And different from with;Identity;Definite affix;No indefinite but definite article;Mixed;Interrogativebased;Related to remote demonstratives;Twoway contrast;Identical;Differentiated;In 3rd person  1st andor 2nd person;Semantic and formal;Two;Negative particle;Plural suffix;First twoth threeth;Marked by reduplication;Prepositions;Mixed;NegV;VOX;NounRelative clause;Present;Inflectional optative present;Special imperative  special negative;Second singular and second plural;Pronouns only;Initial;No possessive classification;Head marking;Productive full and partial reduplication;No inflectional future;Present no remoteness distinctions;Grammatical marking;Only the A argument;VSO;N;N;N;N;N;N;NA;fixedpostmain;NA;SvAtrvP
Neo-Assyrian;Neo-Assyrian;Semitic;41,05;36,31;NA;NA;NA;Y;Y;Y;N;NA;NA;N;Y;N;Y;N;N;Y;NA;NA;Identity;No definite or indefinite article;No definite or indefinite article;Optional pronouns in subject position;Special;Unrelated;Twoway contrast;Identical;NA;In 3rd person  1st andor 2nd person;NA;NA;Negative particle;Plural suffix;Firstoneth twoth threeth;Marked by suffix;Prepositions;NounDemonstrative;NegV;No dominant order;NounRelative clause;NA;Inflectional optative present;Special imperative  normal negative;Second singular and second plural;Pronouns only;NA;No possessive classification;Double marking;Productive full and partial reduplication;No inflectional future;NA;NA;Only the A argument;SOV;NA;NA;NA;NA;NA;NA;NA;flexiblerelational;0;SvAtrxP
Neo-Babylonian;Neo-Babylonian;Semitic;44,87;32,50;Y;N;Y;Y;N;Y;N;NA;NA;N;Y;N;Y;N;N;Y;Differentiation;And different from with;Identity;No definite or indefinite article;No definite or indefinite article;Optional pronouns in subject position;Interrogativebased;Related to remote demonstratives;Twoway contrast;Identical;Identical;In 3rd person  1st andor 2nd person;Semantic and formal;Two;Negative particle;Plural suffix;Firstoneth twoth threeth;NA;Prepositions;NounDemonstrative;NegV;OXV;NounRelative clause;Present;Inflectional optative present;Special imperative  special negative;Second singular and second plural;No person marking;No question particle;No possessive classification;Double marking;Productive full and partial reduplication;No inflectional future;No past tense;Grammatical marking;Only the A argument;SOV;Y;Y;Y;N;N;N;OK;flexiblerelational;0;SvAtrxP
Old Akkadian;OldAkkadian;Semitic;44,10;33,10;Y;N;Y;Y;N;Y;N;NA;NA;N;Y;N;Y;N;N;Y;Differentiation;And different from with;Identity;No definite or indefinite article;No definite or indefinite article;Optional pronouns in subject position;Interrogativebased;Related to remote demonstratives;Twoway contrast;Identical;Identical;In 3rd person  1st andor 2nd person;Semantic and formal;Two;Negative particle;Plural suffix;Firstoneth twoth threeth;NA;Prepositions;NounDemonstrative;NegV;OXV;NounRelative clause;Present;Inflectional optative present;Special imperative  special negative;Second singular and second plural;No person marking;No question particle;No possessive classification;Double marking;Productive full and partial reduplication;No inflectional future;No past tense;Grammatical marking;Only the A argument;SOV;Y;Y;Y;N;N;N;OK;flexiblerelational;0;SvAtrxP
Old Aramaic;OldAramaic;Semitic;37,00;32,84;NA;NA;NA;Y;N;Y;Y;NA;NA;N;Y;N;Y;N;N;Y;NA;NA;NA;Definite affix;Indefinite affix;Subject affixes on verb;NA;Unrelated;Twoway contrast;NA;NA;In 3rd person  1st andor 2nd person;Semantic and formal;Two;Negative particle;Plural suffix;First two three;NA;Prepositions;Mixed;NegV;NA;NounRelative clause;Present;NA;Special imperative  special negative;Second singular and second plural;NA;No question particle;NA;Head marking;NA;No inflectional future;No past tense;Grammatical marking;Both the A and P arguments;VSO;Y;Y;N;Y;N;N;OK;NA;NA;SvAtrvP
Old Assyrian;OldAssyrian;Semitic;40,95;35,88;Y;N;N;Y;N;Y;N;NA;NA;N;Y;N;Y;N;N;Y;Identity;And different from with;Identity;No definite or indefinite article;No definite or indefinite article;Optional pronouns in subject position;Interrogativebased;Unrelated;No distance contrast;Identical;Identical;In 3rd person  1st andor 2nd person;Semantic and formal;Two;Negative particle;Plural suffix;Firstoneth twoth threeth;Marked by mixed or other strategies;Prepositions;NounDemonstrative;NegV;No dominant order;NounRelative clause;Present;Inflectional optative present;Special imperative  special negative;Second singular and second plural;Pronouns only;No question particle;No possessive classification;Double marking;Productive full and partial reduplication;No inflectional future;No past tense;No grammatical marking;Only the A argument;SOV;NA;NA;NA;NA;NA;NA;OK;flexiblerelational;0;SvAtrxP
Old Babylonian;OldBabylonian;Semitic;44,61;32,61;Y;N;Y;Y;N;Y;N;NA;NA;N;Y;N;Y;N;N;Y;Differentiation;And different from with;Identity;No definite or indefinite article;No definite or indefinite article;Optional pronouns in subject position;Interrogativebased;Related to remote demonstratives;Twoway contrast;Identical;Identical;In 3rd person  1st andor 2nd person;Semantic and formal;Two;Negative particle;Plural suffix;Firstoneth twoth threeth;NA;Prepositions;NounDemonstrative;NegV;OXV;NounRelative clause;Present;Inflectional optative present;Special imperative  special negative;Second singular and second plural;No person marking;No question particle;No possessive classification;Double marking;Productive full and partial reduplication;No inflectional future;No past tense;Grammatical marking;Only the A argument;SOV;Y;Y;Y;N;N;N;OK;flexiblerelational;0;SvAtrxP
Old Elamite;OldElamite;Elamite;48,23;31,18;NA;NA;NA;NA;NA;NA;NA;NA;NA;N;Y;N;Y;NA;NA;NA;NA;NA;Identity;Definite affix;No indefinite but definite article;Subject affixes on verb;Special;Related for all demonstratives;No distance contrast;Identical;Differentiated;3rd person only but also nonsingular;Semantic and formal;Two;Negative word unclear if verb or particle;Plural suffix;NA;NA;NA;NounDemonstrative;NegV;NA;NounRelative clause;NA;Inflectional optative absent;Special imperative  special negative;Second person numberneutral;No person marking;NA;NA;NA;Productive full and partial reduplication;NA;NA;NA;Only the A argument;SOV;NA;NA;NA;NA;NA;NA;OK;NA;NA;SvAtrxP
Phoenician;Phoenician;Semitic;35,65;34,12;Y;Y;N;Y;N;NA;NA;NA;NA;N;Y;N;Y;N;N;Y;Differentiation;And different from with;Identity;Definite affix;No indefinite but definite article;Subject affixes on verb;Interrogativebased;Related to remote demonstratives;Twoway contrast;Identical;NA;In 3rd person  1st andor 2nd person;Semantic and formal;Two;Negative particle;Plural suffix;First two three;NA;Prepositions;NounDemonstrative;NegV;NA;NounRelative clause;Present;Inflectional optative present;Special imperative  special negative;Second singular and second plural;Pronouns only;NA;NA;Double marking;Productive full and partial reduplication;No inflectional future;Present no remoteness distinctions;Grammatical marking;Both the A and P arguments;VSO;Y;Y;N;N;N;N;OK;NA;NA;SvAtrvP
Samal;Samal;Semitic;36,67;37,10;NA;NA;NA;Y;N;Y;Y;NA;NA;N;Y;N;Y;N;N;Y;NA;NA;NA;Definite affix;Indefinite affix;Subject affixes on verb;NA;Unrelated;Twoway contrast;NA;NA;In 3rd person  1st andor 2nd person;Semantic and formal;Two;Negative particle;Plural suffix;First two three;NA;Prepositions;Mixed;NegV;NA;NounRelative clause;Present;NA;Special imperative  special negative;Second singular and second plural;NA;No question particle;NA;Head marking;Productive full and partial reduplication;No inflectional future;No past tense;Grammatical marking;Both the A and P arguments;VSO;Y;Y;N;Y;N;N;OK;NA;NA;SvAtrvP
Standard Biblical Hebrew;StandardBiblicalHebrew;Semitic;35,17;31,78;Y;Y;N;Y;N;Y;N;NA;NA;N;Y;N;Y;N;N;Y;Differentiation;And different from with;Identity;Definite affix;No indefinite but definite article;Mixed;Interrogativebased;Related to remote demonstratives;Twoway contrast;Identical;Differentiated;In 3rd person  1st andor 2nd person;Semantic and formal;Two;Negative particle;Plural suffix;First twoth threeth;Marked by reduplication;Prepositions;Mixed;NegV;VOX;NounRelative clause;Present;Inflectional optative present;Special imperative  special negative;Second singular and second plural;Pronouns only;Initial;No possessive classification;Head marking;Productive full and partial reduplication;No inflectional future;No past tense;Grammatical marking;Only the A argument;VSO;N;N;N;N;N;N;NA;NA;NA;SvAtrvP
Sumerian;Sumerian;Sumerian;45,67;31,30;N;N;N;N;Y;N;Y;NA;NA;N;Y;N;Y;Y;NA;NA;Differentiation;And different from with;Differentiation;No definite or indefinite article;No definite or indefinite article;Subject affixes on verb;Genericnounbased;Unrelated;Threeway contrast;Different stem;Identical;No gender distinctions;Semantic and formal;Two;Variation between negative word and affix;Plural clitic;First two three;No distributive numerals;No adpositions;NounDemonstrative;Type 1  Type 3;No dominant order;NounRelative clause;Present;Inflectional optative present;Special imperative  normal negative;Second singular and second plural;NA;No question particle;No possessive classification;Dependent marking;Productive full and partial reduplication;No inflectional future;No past tense;Grammatical marking;Only the A argument;SOV;N;N;N;N;Y;N;OK;flexiblerelational;0;SvPxAtr
Syriac;Syriac;Semitic;42,14;37,11;NA;NA;NA;Y;N;Y;Y;NA;NA;N;Y;N;Y;N;N;Y;NA;NA;NA;No definite but indefinite article;Indefinite word distinct from one;Subject affixes on verb;NA;Related to remote demonstratives;Twoway contrast;Identical;NA;In 3rd person  1st andor 2nd person;Semantic and formal;Two;Negative particle;Plural suffix;First two three;NA;Prepositions;Mixed;NegV;NA;NounRelative clause;Present;Inflectional optative absent;Special imperative  special negative;Second singular and second plural;NA;No question particle;NA;Head marking;Productive full and partial reduplication;Inflectional future exists;Present no remoteness distinctions;No grammatical marking;Both the A and P arguments;VSO;Y;Y;N;Y;N;N;OK;NA;NA;SvAtrvP
Ugaritic;Ugaritic;Semitic;35,78;35,60;Y;Y;N;NA;NA;NA;NA;NA;NA;N;Y;N;Y;N;N;Y;NA;And different from with;Identity;No definite or indefinite article;No definite or indefinite article;Subject affixes on verb;Interrogativebased;Unrelated;Twoway contrast;Identical;NA;In 3rd person  1st andor 2nd person;Semantic and formal;Two;NA;Plural suffix;First two three;Marked by suffix;Prepositions;NounDemonstrative;NA;NA;NA;Present;Inflectional optative present;Special imperative  special negative;Second singular and second plural;NA;NA;NA;Double marking;Productive full and partial reduplication;No inflectional future;No past tense;Grammatical marking;Only the A argument;No dominant order;NA;NA;NA;NA;NA;NA;OK;flexibleadjacent;NA;SvAtrxP
